Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method
4001,Cardigan,94.0,2023-08-26,4.7,Credit Card
4042,Hoodie,136.0,2022-11-18,4.9,Credit Card
3973,Shorts,112.0,2023-07-18,1.8,Cash
3987,Hoodie,150.0,2023-01-14,4.0,Cash
4027,Trousers,,2023-05-19,2.3,Cash
3993,Poncho,,2023-03-26,4.9,Cash
4063,Slippers,39.0,2023-08-16,4.1,Credit Card
4000,Socks,113.0,2022-11-21,2.8,Cash
4051,Poncho,10.0,2023-07-29,1.0,Cash
4098,Shorts,148.0,2022-12-08,4.5,Credit Card
3999,Sunglasses,23.0,2023-01-02,1.3,Cash
4069,Swimsuit,,2023-04-22,1.8,Credit Card
4019,Blouse,137.0,2023-05-18,,Cash
4105,Leggings,23.0,2022-11-09,3.7,Credit Card
3967,Pajamas,150.0,2023-09-26,2.5,Credit Card
3991,Sunglasses,,2023-01-27,2.4,Cash
3982,Poncho,188.0,2022-11-22,3.7,Credit Card
4118,T-shirt,17.0,2023-06-05,4.7,Cash
4113,Blazer,165.0,2023-04-10,4.3,Cash
4053,Sweater,191.0,2023-01-28,4.1,Credit Card
3997,Slippers,,2023-04-25,,Credit Card
3961,Polo Shirt,151.0,2022-12-06,4.1,Credit Card
4081,Socks,67.0,2023-05-06,4.1,Credit Card
3977,Pajamas,39.0,2023-02-19,4.3,Credit Card
3958,Belt,40.0,2023-06-01,2.7,Cash
3958,Leggings,49.0,2023-03-14,1.3,Cash
4002,Jumpsuit,193.0,2022-12-18,4.0,Credit Card
3979,Swimsuit,190.0,2023-09-08,1.9,Cash
4108,Umbrella,133.0,2023-06-19,4.1,Credit Card
4029,Blouse,72.0,2023-08-20,2.4,Credit Card
4063,Flannel Shirt,47.0,2023-04-24,3.4,Credit Card
4078,Wallet,163.0,2023-02-07,4.7,Credit Card
3989,Loafers,44.0,2023-04-16,1.6,Cash
4009,Slippers,80.0,2022-11-23,1.8,Cash
3993,Gloves,116.0,2022-12-13,2.4,Credit Card
4120,Skirt,139.0,2023-09-26,2.7,Credit Card
4026,Vest,10.0,2022-10-15,2.5,Credit Card
4090,T-shirt,86.0,2023-08-15,1.1,Cash
4072,Polo Shirt,158.0,2023-05-07,2.7,Credit Card
4062,Overalls,135.0,2022-12-02,3.7,Cash
4018,Leggings,124.0,2023-05-19,2.9,Credit Card
4001,Pants,98.0,2023-01-27,,Credit Card
4113,Cardigan,149.0,2022-10-15,1.4,Cash
3966,Gloves,92.0,2022-10-04,4.2,Credit Card
4109,Kimono,188.0,2023-07-21,,Credit Card
4003,Umbrella,108.0,2023-08-01,3.3,Cash
4084,Overalls,115.0,2022-12-22,2.8,Credit Card
4113,Pants,,2023-09-04,4.8,Cash
3979,Loafers,190.0,2023-07-01,4.1,Cash
4117,Cardigan,107.0,2023-02-16,2.0,Credit Card
4034,Pants,179.0,2023-03-12,3.4,Cash
4046,Poncho,176.0,2022-12-11,2.8,Cash
4064,Wallet,136.0,2023-02-17,2.9,Credit Card
3958,Tank Top,42.0,2022-11-02,3.1,Credit Card
4099,Dress,161.0,2023-01-07,4.1,Cash
4017,Loafers,35.0,2022-12-26,3.1,Cash
4006,Leggings,122.0,2023-09-28,3.7,Credit Card
3987,Blazer,,2022-11-25,2.3,Credit Card
4092,Trench Coat,13.0,2022-11-03,3.4,Credit Card
3981,Tank Top,114.0,2023-04-01,4.3,Cash
4115,Shorts,49.0,2023-09-20,2.8,Cash
4049,Sneakers,,2023-01-27,,Credit Card
4095,Romper,77.0,2023-03-20,1.5,Credit Card
4086,Sunglasses,187.0,2023-04-01,2.5,Cash
4013,Onesie,30.0,2022-10-07,3.7,Cash
4075,Handbag,182.0,2023-03-13,2.3,Credit Card
4117,Scarf,107.0,2022-11-19,4.3,Credit Card
4010,Kimono,170.0,2023-02-17,1.7,Cash
4027,Cardigan,134.0,2023-01-17,1.1,Cash
3970,Romper,19.0,2022-12-12,3.5,Cash
4006,Pajamas,70.0,2022-11-22,2.4,Cash
3985,Sweater,83.0,2023-07-26,,Credit Card
3995,Trousers,33.0,2023-08-25,2.0,Credit Card
4078,Pants,35.0,2022-11-24,,Cash
4084,Romper,190.0,2023-03-04,,Cash
4002,Scarf,123.0,2023-01-31,3.5,Credit Card
3997,Camisole,,2023-09-08,2.1,Credit Card
3968,Gloves,17.0,2022-10-27,3.8,Credit Card
3970,Tank Top,,2023-06-23,4.3,Cash
4122,Poncho,85.0,2023-05-16,3.9,Cash
4050,Sweater,120.0,2023-06-07,2.8,Cash
4029,Jumpsuit,,2023-07-31,,Credit Card
4010,Hat,154.0,2023-05-26,1.6,Credit Card
4068,Kimono,56.0,2023-08-24,3.6,Credit Card
4021,Camisole,,2022-12-12,2.5,Cash
4042,Vest,,2023-02-12,1.3,Cash
4114,Blazer,168.0,2023-05-28,4.0,Cash
4073,Wallet,137.0,2023-08-07,1.1,Cash
3968,Coat,46.0,2022-12-05,2.0,Credit Card
3983,Jeans,173.0,2023-04-11,4.5,Cash
3970,Sun Hat,75.0,2023-09-21,2.7,Cash
4094,Vest,129.0,2023-02-07,1.8,Credit Card
4002,Trousers,183.0,2022-12-08,2.2,Credit Card
3997,Belt,28.0,2022-12-19,4.4,Credit Card
3964,Umbrella,98.0,2022-11-18,4.2,Cash
4081,Onesie,86.0,2023-06-15,2.9,Credit Card
4088,Raincoat,118.0,2023-07-08,2.7,Credit Card
3986,Tunic,126.0,2023-01-30,4.1,Cash
3975,Vest,60.0,2023-09-29,3.7,Credit Card
4017,Vest,133.0,2023-02-09,4.6,Cash
4070,Jacket,,2023-08-19,2.1,Cash
4108,Flannel Shirt,101.0,2023-09-12,1.1,Cash
4105,Camisole,189.0,2023-03-15,1.5,Credit Card
4040,Cardigan,178.0,2023-09-25,3.4,Cash
4064,Cardigan,12.0,2023-07-05,2.3,Credit Card
4007,Tank Top,185.0,2022-11-27,1.1,Cash
4040,Socks,22.0,2023-07-31,1.3,Credit Card
4015,Tank Top,200.0,2023-01-02,3.8,Cash
3985,Sun Hat,83.0,2022-10-05,3.4,Cash
4040,Vest,68.0,2023-03-05,2.3,Credit Card
4015,Skirt,100.0,2023-07-06,4.7,Credit Card
3982,Blouse,58.0,2023-06-06,,Credit Card
4017,Leggings,183.0,2023-06-11,2.4,Credit Card
4062,Tunic,178.0,2022-10-23,2.8,Credit Card
4008,Slippers,45.0,2023-05-10,1.8,Credit Card
4053,Sweater,170.0,2023-06-11,3.7,Cash
4013,Romper,89.0,2023-08-22,1.1,Cash
3975,Blazer,18.0,2023-04-15,4.9,Credit Card
4077,Overalls,197.0,2023-07-23,3.2,Credit Card
4106,Backpack,,2023-01-11,1.8,Credit Card
4081,Coat,93.0,2023-01-16,2.5,Credit Card
3970,Sunglasses,54.0,2023-01-30,2.3,Credit Card
4068,Blouse,148.0,2022-12-28,1.1,Cash
3994,Bowtie,103.0,2023-07-30,1.7,Credit Card
4012,Tank Top,79.0,2023-07-30,2.7,Cash
4113,Onesie,75.0,2023-07-14,1.1,Credit Card
4073,Cardigan,133.0,2023-05-10,3.2,Credit Card
4002,Pants,85.0,2023-04-01,1.9,Cash
4056,Scarf,96.0,2022-11-19,1.5,Cash
4052,Scarf,129.0,2023-04-03,4.4,Credit Card
3991,Poncho,46.0,2023-08-14,,Credit Card
4074,Socks,67.0,2022-10-31,5.0,Credit Card
4006,Poncho,195.0,2022-12-25,1.7,Credit Card
4118,Backpack,111.0,2023-03-25,4.1,Credit Card
4048,T-shirt,152.0,2023-05-29,2.6,Cash
4026,Swimsuit,111.0,2023-07-06,4.0,Cash
4008,Camisole,,2023-09-07,3.4,Cash
4042,Sunglasses,126.0,2023-02-27,2.5,Credit Card
3989,Skirt,182.0,2023-05-11,4.5,Credit Card
3965,Umbrella,107.0,2023-02-19,4.0,Credit Card
4102,Pants,105.0,2022-10-31,3.1,Cash
3972,Pajamas,,2023-06-25,4.4,Cash
4028,Belt,16.0,2023-03-21,2.9,Cash
3991,Umbrella,153.0,2023-08-23,2.8,Cash
3985,Coat,166.0,2023-06-16,1.7,Cash
4076,Sweater,26.0,2023-04-03,3.1,Cash
4074,Skirt,128.0,2023-06-28,2.9,Credit Card
4064,Raincoat,87.0,2023-06-30,4.6,Credit Card
4000,Onesie,39.0,2023-01-08,3.6,Credit Card
4044,Hat,,2023-07-06,2.6,Cash
4013,Sweater,87.0,2022-12-28,3.5,Cash
4032,Shorts,39.0,2023-03-15,3.5,Credit Card
4111,Trench Coat,,2023-09-25,3.4,Cash
3997,Backpack,44.0,2023-05-13,4.8,Credit Card
4120,Trousers,104.0,2023-09-30,2.0,Credit Card
4113,Slippers,200.0,2023-06-03,2.9,Credit Card
4000,Belt,148.0,2022-12-10,,Cash
4104,Pants,200.0,2023-04-27,4.0,Credit Card
4098,Handbag,116.0,2022-12-29,3.6,Credit Card
4015,Camisole,135.0,2022-10-11,4.5,Credit Card
3979,Vest,81.0,2023-06-19,1.6,Cash
4062,Boots,,2023-02-15,4.5,Cash
4090,Dress,123.0,2023-04-23,4.7,Cash
4082,Shorts,70.0,2023-06-05,2.3,Credit Card
4012,Boots,35.0,2022-12-05,4.6,Credit Card
4108,Vest,104.0,2023-09-04,2.8,Cash
4078,Kimono,175.0,2023-07-28,3.4,Cash
4075,Blazer,111.0,2022-12-27,4.2,Cash
4028,Tank Top,41.0,2023-04-05,3.0,Credit Card
3960,Loafers,126.0,2023-03-07,3.4,Credit Card
4066,Hat,,2023-01-20,4.7,Credit Card
4020,Backpack,173.0,2023-08-24,2.8,Cash
4020,Poncho,15.0,2023-03-14,1.0,Credit Card
4040,Pajamas,,2023-04-11,,Credit Card
4068,Jumpsuit,42.0,2022-11-12,4.5,Cash
4105,Tank Top,62.0,2023-07-28,4.4,Credit Card
4013,Wallet,,2023-04-20,,Credit Card
4108,Wallet,63.0,2022-12-27,2.0,Credit Card
3995,Hoodie,69.0,2023-07-13,1.5,Credit Card
4103,Jumpsuit,47.0,2022-12-22,3.6,Credit Card
3958,Overalls,162.0,2022-12-29,1.1,Cash
4063,Backpack,,2023-01-03,3.9,Credit Card
3968,Pajamas,47.0,2023-03-30,2.6,Credit Card
3967,Sneakers,148.0,2022-10-06,4.1,Credit Card
4077,Handbag,54.0,2022-11-25,3.9,Credit Card
4086,Backpack,,2023-07-02,3.6,Cash
3965,Bowtie,43.0,2023-01-03,1.5,Credit Card
4065,Swimsuit,,2023-03-31,2.0,Cash
4092,T-shirt,70.0,2023-09-06,4.0,Credit Card
4057,Shorts,14.0,2023-08-23,1.7,Cash
4079,Shorts,,2023-04-27,2.4,Credit Card
3982,Hoodie,,2022-12-27,4.2,Cash
4072,Shorts,144.0,2023-03-04,1.4,Credit Card
4083,Kimono,,2023-05-18,1.3,Credit Card
4018,Backpack,,2022-12-29,3.0,Cash
3978,Wallet,102.0,2023-07-11,2.0,Credit Card
4099,Trench Coat,37.0,2023-04-30,2.8,Cash
3960,Gloves,66.0,2023-01-06,3.8,Cash
4061,Jeans,21.0,2023-07-30,3.4,Credit Card
4012,Slippers,178.0,2023-02-07,1.6,Cash
3990,Sunglasses,127.0,2023-01-02,1.9,Cash
4048,Sunglasses,17.0,2023-08-28,2.5,Cash
4032,Onesie,,2022-10-08,4.8,Credit Card
4018,Sneakers,112.0,2022-11-17,3.5,Credit Card
4122,Tank Top,37.0,2022-12-27,2.8,Cash
3980,Poncho,123.0,2022-12-24,4.0,Credit Card
3961,Skirt,,2023-02-04,1.6,Credit Card
4079,Slippers,,2023-02-19,2.5,Cash
4035,Hat,26.0,2022-11-15,1.1,Credit Card
3998,Pajamas,,2023-02-26,2.2,Cash
4074,Onesie,159.0,2023-07-20,2.0,Credit Card
4103,Backpack,93.0,2023-07-22,4.0,Credit Card
4106,Tank Top,162.0,2022-12-30,2.6,Cash
3963,Belt,126.0,2023-08-02,1.7,Credit Card
4073,Blazer,120.0,2022-10-07,1.6,Cash
4075,Sunglasses,,2022-10-08,2.3,Credit Card
3992,Blouse,177.0,2023-08-08,4.5,Cash
4060,Skirt,151.0,2023-09-26,1.7,Cash
4004,Leggings,65.0,2023-09-02,1.7,Cash
4051,Jacket,68.0,2023-05-03,1.1,Credit Card
4117,Romper,126.0,2023-04-21,2.4,Credit Card
4075,Polo Shirt,196.0,2022-12-28,1.9,Credit Card
4119,Hat,,2023-09-22,4.1,Credit Card
3957,Vest,180.0,2023-05-17,3.6,Cash
4117,Tank Top,49.0,2022-10-22,2.8,Credit Card
3975,Jeans,131.0,2022-12-09,4.6,Credit Card
4055,Vest,,2023-04-29,4.4,Credit Card
4042,Sun Hat,33.0,2023-04-24,3.1,Credit Card
4092,Polo Shirt,200.0,2022-10-02,1.8,Credit Card
3965,Flannel Shirt,43.0,2023-02-13,2.6,Cash
4032,Kimono,160.0,2023-03-26,,Credit Card
4066,Jacket,153.0,2022-10-28,1.3,Credit Card
4026,Flannel Shirt,41.0,2023-07-26,3.1,Credit Card
4113,Slippers,180.0,2023-04-04,4.5,Credit Card
4095,Polo Shirt,118.0,2023-05-10,1.2,Credit Card
4104,Romper,194.0,2023-01-09,2.0,Cash
4010,Backpack,,2023-01-04,4.0,Credit Card
3977,Shorts,89.0,2022-11-05,3.6,Cash
4115,Tunic,157.0,2023-06-03,3.8,Cash
4042,Tunic,49.0,2023-02-24,1.2,Cash
3971,Scarf,67.0,2023-08-29,3.2,Cash
4088,Wallet,99.0,2022-10-22,,Credit Card
4050,Shorts,104.0,2022-10-11,4.3,Credit Card
3970,Hat,,2023-01-28,,Credit Card
3985,Loafers,67.0,2023-08-12,3.1,Credit Card
4055,Tank Top,153.0,2022-11-09,,Cash
4050,Hat,169.0,2022-10-27,3.3,Cash
4076,T-shirt,174.0,2022-11-14,2.9,Credit Card
4115,Sun Hat,165.0,2023-07-23,4.1,Credit Card
3967,Bowtie,187.0,2023-01-22,3.5,Credit Card
4050,Leggings,56.0,2023-02-04,1.5,Credit Card
4050,Shorts,89.0,2023-04-09,,Credit Card
4001,Dress,99.0,2023-01-12,3.2,Credit Card
4122,Blouse,,2023-07-04,2.9,Credit Card
4100,Sunglasses,154.0,2023-08-15,3.3,Credit Card
3974,Scarf,27.0,2022-12-31,1.4,Cash
4100,Backpack,,2022-12-09,4.1,Credit Card
4009,Coat,17.0,2022-12-23,4.2,Credit Card
3992,Hoodie,,2023-03-03,2.8,Credit Card
4042,Sun Hat,106.0,2023-05-27,,Credit Card
4018,Sandals,97.0,2022-11-18,3.4,Cash
4095,Tunic,,2022-11-15,1.7,Cash
3986,Dress,93.0,2023-08-01,3.1,Cash
4079,Hoodie,155.0,2023-01-23,2.2,Credit Card
4105,Shorts,23.0,2023-04-15,2.0,Credit Card
4010,Trench Coat,,2022-10-04,3.2,Credit Card
4014,Blazer,22.0,2023-09-22,2.8,Cash
4039,Swimsuit,79.0,2022-10-25,4.8,Credit Card
4047,Polo Shirt,118.0,2023-05-04,2.3,Credit Card
4025,Coat,123.0,2022-10-12,2.9,Credit Card
4085,Belt,65.0,2023-06-29,1.3,Credit Card
4065,Wallet,39.0,2022-12-14,2.2,Cash
4027,T-shirt,38.0,2023-05-26,2.8,Cash
3970,Boots,183.0,2023-06-07,3.2,Credit Card
3973,Blazer,144.0,2023-09-04,4.1,Cash
4052,Dress,21.0,2022-10-21,1.9,Cash
4045,Flannel Shirt,163.0,2023-03-15,2.3,Cash
4072,Cardigan,,2023-04-24,1.4,Credit Card
4081,Wallet,64.0,2023-02-22,3.4,Credit Card
4085,Polo Shirt,75.0,2023-04-24,1.6,Credit Card
4091,Bowtie,40.0,2022-11-27,4.1,Cash
3988,Blouse,,2023-09-17,4.4,Credit Card
4077,Sunglasses,54.0,2023-05-04,1.6,Cash
4093,Kimono,,2022-10-30,4.9,Cash
4093,Tank Top,68.0,2023-06-01,4.2,Cash
4031,Leggings,181.0,2023-05-13,2.1,Cash
4072,Flannel Shirt,28.0,2022-12-07,2.9,Cash
4115,Raincoat,199.0,2023-04-20,2.2,Credit Card
4051,Loafers,,2023-02-23,2.3,Credit Card
3973,Polo Shirt,,2023-01-21,4.0,Credit Card
4005,Trench Coat,90.0,2023-09-29,2.7,Credit Card
4074,Scarf,156.0,2023-06-28,2.7,Credit Card
3979,Tank Top,173.0,2023-04-01,2.6,Credit Card
3977,Skirt,39.0,2022-10-07,2.4,Credit Card
4057,Wallet,93.0,2022-10-09,4.9,Cash
4002,Dress,,2023-07-22,1.1,Credit Card
4030,Boots,127.0,2023-03-17,1.8,Cash
3976,Dress,102.0,2023-01-26,2.2,Cash
3984,Socks,,2023-05-27,2.3,Cash
3999,Pants,72.0,2022-12-29,2.3,Credit Card
4027,Blazer,112.0,2023-01-12,1.8,Credit Card
3985,Scarf,111.0,2023-02-17,3.0,Credit Card
3994,Blouse,200.0,2023-05-06,1.4,Credit Card
4084,Loafers,95.0,2022-11-17,2.3,Credit Card
3995,Sun Hat,29.0,2023-05-17,3.9,Cash
4009,Scarf,39.0,2023-05-07,4.9,Credit Card
4090,Slippers,59.0,2023-09-04,,Cash
4117,Raincoat,99.0,2022-12-16,3.8,Credit Card
3962,Sneakers,175.0,2023-01-24,2.9,Cash
4032,Blouse,70.0,2023-09-11,3.4,Cash
4063,Camisole,,2022-11-27,1.4,Credit Card
4095,Flip-Flops,54.0,2023-01-15,2.1,Credit Card
3990,Belt,177.0,2023-01-11,4.7,Credit Card
4078,Jacket,,2023-04-30,1.5,Credit Card
4045,Sun Hat,170.0,2022-11-29,2.3,Credit Card
4064,Sandals,154.0,2022-10-08,2.7,Cash
4070,Sandals,124.0,2023-08-27,1.6,Cash
4122,Pajamas,154.0,2023-08-14,1.8,Credit Card
3962,Backpack,169.0,2023-02-11,,Credit Card
4031,Coat,170.0,2023-02-23,3.3,Cash
4005,Vest,122.0,2023-10-01,2.0,Cash
3973,Overalls,,2022-11-18,2.2,Cash
3962,Hoodie,87.0,2023-05-12,,Cash
4016,Sandals,161.0,2023-03-04,1.3,Cash
4090,Umbrella,,2022-12-11,3.8,Cash
4122,Belt,89.0,2023-01-12,4.4,Credit Card
4042,Tank Top,19.0,2022-11-21,2.8,Cash
4062,Pants,,2023-04-19,1.7,Credit Card
4105,Polo Shirt,29.0,2023-03-29,2.8,Cash
4044,Scarf,33.0,2023-02-20,3.7,Credit Card
4122,Jacket,139.0,2023-02-26,2.0,Credit Card
4040,Handbag,158.0,2022-11-30,1.1,Cash
4081,Camisole,199.0,2023-01-10,2.6,Cash
4108,Sneakers,125.0,2023-05-25,2.9,Cash
4092,Handbag,156.0,2023-01-01,,Credit Card
4097,Tank Top,92.0,2023-05-27,4.7,Cash
4070,Backpack,138.0,2023-05-30,1.1,Cash
4074,Socks,,2023-09-04,1.1,Cash
4034,Romper,,2023-04-18,4.2,Cash
4102,Swimsuit,,2023-06-26,3.0,Credit Card
3990,Sunglasses,97.0,2023-04-05,3.5,Cash
4035,Wallet,31.0,2023-06-03,3.3,Cash
4000,Backpack,54.0,2023-05-05,4.1,Cash
4023,Trench Coat,,2022-10-18,4.2,Credit Card
4015,Loafers,122.0,2023-05-06,1.4,Cash
4080,Coat,166.0,2023-09-21,3.4,Credit Card
4052,Tie,,2023-01-16,4.0,Credit Card
4030,Pants,82.0,2023-02-07,2.7,Cash
3969,Leggings,96.0,2023-08-07,2.8,Cash
3994,Belt,23.0,2023-02-28,4.0,Credit Card
4047,Pajamas,175.0,2023-01-02,1.3,Cash
4029,Jeans,94.0,2023-08-17,2.4,Cash
4073,Loafers,,2022-10-25,3.8,Credit Card
3999,Boots,82.0,2023-02-21,2.7,Cash
4115,Jacket,178.0,2023-05-09,,Credit Card
3998,Sneakers,164.0,2022-11-06,1.0,Credit Card
4094,Shorts,95.0,2023-06-01,1.1,Credit Card
4030,Polo Shirt,,2023-03-18,2.7,Cash
4003,Shorts,99.0,2023-03-25,1.9,Credit Card
4001,Umbrella,177.0,2022-11-22,2.3,Cash
3996,Sun Hat,110.0,2023-06-20,3.7,Credit Card
3998,Tie,,2023-07-10,3.3,Credit Card
4017,Jacket,31.0,2023-05-15,4.5,Cash
3986,Trousers,106.0,2022-10-12,1.6,Credit Card
3967,Handbag,94.0,2022-11-15,1.8,Cash
4038,Hoodie,181.0,2023-06-12,1.1,Credit Card
4104,Swimsuit,199.0,2023-08-15,4.4,Cash
3989,Trousers,144.0,2023-08-13,3.2,Credit Card
4069,Jumpsuit,,2023-07-18,2.3,Cash
4023,Sneakers,140.0,2023-01-06,1.9,Cash
4051,Pants,102.0,2022-12-29,2.2,Cash
4004,Gloves,64.0,2023-03-04,2.1,Credit Card
4009,Sneakers,134.0,2023-09-24,1.9,Credit Card
4100,T-shirt,,2023-01-03,1.5,Credit Card
3965,Skirt,49.0,2022-10-23,2.8,Cash
4038,Pajamas,,2022-12-27,2.5,Credit Card
4045,Gloves,35.0,2023-02-25,4.0,Cash
3994,Pajamas,148.0,2023-07-15,2.5,Credit Card
4052,Skirt,144.0,2023-01-22,2.6,Credit Card
4071,Shorts,,2023-05-17,2.5,Cash
4095,Hat,168.0,2023-03-08,1.4,Credit Card
3998,Flannel Shirt,,2023-02-15,4.7,Cash
4093,Camisole,51.0,2023-02-15,1.5,Cash
4034,Blazer,,2022-11-10,1.5,Credit Card
3988,Slippers,169.0,2023-06-13,3.4,Credit Card
3963,Kimono,52.0,2022-12-27,2.3,Cash
4060,Skirt,21.0,2023-01-22,4.9,Credit Card
4084,Flannel Shirt,183.0,2023-02-16,2.4,Credit Card
3994,Raincoat,123.0,2023-03-27,1.4,Cash
4074,Tank Top,124.0,2023-05-09,1.0,Cash
4038,Sunglasses,71.0,2023-03-22,2.6,Credit Card
3996,Cardigan,130.0,2023-01-10,2.4,Cash
3958,Sun Hat,59.0,2023-06-15,4.3,Credit Card
4096,Sneakers,156.0,2023-04-19,4.4,Cash
4086,Loafers,128.0,2023-07-22,5.0,Credit Card
4041,Skirt,107.0,2023-02-09,,Credit Card
4122,Sweater,117.0,2023-05-19,2.6,Credit Card
4032,Coat,61.0,2023-07-20,4.8,Cash
4078,Leggings,45.0,2022-10-07,3.6,Credit Card
4031,Tunic,23.0,2022-12-25,1.6,Credit Card
4103,Pajamas,105.0,2023-04-03,3.3,Credit Card
3994,Hat,36.0,2023-03-01,1.6,Credit Card
4101,Raincoat,142.0,2023-07-03,4.0,Credit Card
4070,Poncho,82.0,2023-04-09,,Cash
4043,Umbrella,,2023-01-25,4.5,Cash
3985,Polo Shirt,,2023-04-13,2.5,Cash
4079,Sun Hat,141.0,2022-12-11,1.6,Credit Card
3967,Loafers,,2023-05-04,4.7,Cash
3992,Vest,66.0,2023-07-15,4.0,Cash
4098,Onesie,99.0,2023-07-19,1.7,Cash
3986,Slippers,116.0,2022-10-23,1.4,Cash
4035,Blouse,,2023-02-22,3.0,Cash
3963,Sandals,70.0,2023-09-19,3.5,Cash
4059,T-shirt,30.0,2023-05-29,2.1,Cash
4115,Umbrella,17.0,2022-12-29,4.1,Cash
4013,Trench Coat,35.0,2023-01-11,4.6,Cash
4071,Romper,176.0,2023-06-23,,Cash
4048,Pants,47.0,2023-05-12,4.7,Cash
3980,Wallet,,2023-09-28,,Cash
4040,Blouse,130.0,2023-02-15,3.4,Credit Card
3971,Pants,45.0,2022-11-03,1.6,Cash
4112,Pajamas,130.0,2023-09-01,,Credit Card
4121,Sunglasses,11.0,2022-10-08,1.4,Cash
4006,Poncho,14.0,2022-10-03,1.4,Cash
4106,Sneakers,48.0,2023-08-02,4.9,Cash
4091,Sweater,196.0,2023-03-24,3.1,Cash
4013,Camisole,118.0,2023-01-26,3.4,Cash
4028,Handbag,,2023-06-15,2.2,Cash
4007,Swimsuit,87.0,2023-03-23,4.6,Cash
3962,Romper,,2023-08-18,3.6,Credit Card
3978,Jumpsuit,173.0,2023-03-11,3.5,Cash
4094,Boots,127.0,2023-06-05,2.9,Credit Card
4071,Umbrella,,2023-02-16,4.4,Cash
3979,Loafers,137.0,2022-12-30,1.9,Credit Card
4088,Tie,14.0,2022-11-17,4.8,Credit Card
4057,Romper,157.0,2023-04-20,1.3,Credit Card
4006,Overalls,46.0,2023-02-21,,Cash
4082,Hat,10.0,2023-01-30,4.5,Cash
4038,Bowtie,71.0,2023-03-15,1.9,Cash
4111,Raincoat,57.0,2023-07-31,3.6,Credit Card
4111,Overalls,31.0,2023-08-06,4.9,Credit Card
4087,Trench Coat,102.0,2022-10-10,3.1,Cash
3971,Cardigan,,2022-10-18,4.5,Cash
4049,Sneakers,139.0,2023-07-26,1.5,Credit Card
4058,Belt,139.0,2023-01-22,3.6,Cash
3994,Flannel Shirt,109.0,2023-06-03,4.7,Credit Card
4066,Romper,21.0,2023-07-02,,Cash
4051,Gloves,105.0,2022-11-10,2.5,Credit Card
4055,Blazer,14.0,2023-02-13,,Cash
4052,Handbag,27.0,2023-09-11,1.7,Cash
3960,Hoodie,197.0,2023-05-08,1.1,Cash
4029,Blazer,36.0,2022-10-27,1.6,Cash
4045,Tie,198.0,2023-03-07,3.3,Cash
4046,Jumpsuit,44.0,2023-06-09,2.4,Cash
4035,Leggings,,2023-08-29,4.3,Credit Card
4071,Hoodie,174.0,2023-08-23,2.8,Credit Card
4100,Handbag,,2023-04-30,3.5,Credit Card
3979,Hoodie,128.0,2022-11-19,1.5,Credit Card
4012,Jacket,132.0,2023-03-01,4.1,Cash
4070,Camisole,44.0,2023-01-23,2.3,Cash
4063,Boots,,2023-05-23,2.0,Credit Card
4070,Hoodie,127.0,2023-06-17,2.9,Credit Card
4030,Coat,,2023-06-26,3.7,Cash
3998,Sunglasses,61.0,2023-02-13,2.4,Credit Card
4065,Sweater,90.0,2023-02-20,1.3,Cash
4063,Hoodie,141.0,2023-01-18,3.6,Credit Card
3992,Poncho,149.0,2023-05-24,1.5,Cash
4107,Cardigan,19.0,2022-10-28,2.8,Credit Card
4110,Sun Hat,58.0,2023-04-22,3.2,Cash
3979,Kimono,22.0,2023-04-12,4.5,Credit Card
3993,T-shirt,94.0,2022-11-13,2.7,Cash
4010,Belt,104.0,2023-07-06,1.3,Credit Card
4034,Umbrella,112.0,2023-05-21,3.0,Credit Card
4078,Trench Coat,108.0,2023-08-31,4.8,Credit Card
4091,Camisole,57.0,2023-03-30,1.8,Cash
4042,Blouse,137.0,2023-05-02,1.9,Credit Card
3973,Onesie,142.0,2023-02-10,,Cash
4108,Kimono,31.0,2023-05-02,2.4,Cash
4053,Trench Coat,30.0,2023-05-29,1.6,Cash
3979,Umbrella,56.0,2022-12-08,3.1,Credit Card
3958,Umbrella,92.0,2023-09-14,2.5,Credit Card
4061,Polo Shirt,,2023-04-18,4.8,Cash
4120,Tank Top,85.0,2023-01-29,2.5,Cash
4026,Shorts,164.0,2023-04-26,1.7,Credit Card
4063,Vest,52.0,2023-07-12,3.5,Cash
4001,T-shirt,99.0,2022-11-05,4.0,Credit Card
4099,Flip-Flops,196.0,2023-04-08,4.8,Credit Card
4075,Socks,100.0,2023-09-04,4.4,Credit Card
4102,Poncho,121.0,2023-03-03,4.8,Credit Card
3992,T-shirt,24.0,2023-09-22,2.2,Credit Card
4008,Romper,,2022-11-15,4.9,Cash
4004,Belt,103.0,2023-06-24,2.9,Cash
4054,Tank Top,183.0,2023-04-10,4.8,Credit Card
4031,Polo Shirt,,2023-06-23,,Credit Card
4098,Poncho,,2023-08-09,3.2,Credit Card
4082,Raincoat,183.0,2023-07-21,4.7,Credit Card
3967,Boots,18.0,2022-10-19,4.8,Cash
4034,Poncho,,2022-11-01,,Cash
4106,Wallet,175.0,2022-12-17,1.6,Credit Card
4034,Flannel Shirt,108.0,2023-05-21,4.1,Cash
4083,Umbrella,18.0,2023-06-02,4.8,Cash
4100,Loafers,183.0,2023-09-23,4.1,Credit Card
4075,Dress,104.0,2022-12-26,2.6,Credit Card
